full_name,image
Neito Monoma,https://static.wikia.nocookie.net/bokunoheroacademia/images/6/6f/Neito_Monoma_Portrait.png/revision/latest/scale-to-width-down/135?cb=20181125065627
Sidero,https://static.wikia.nocookie.net/bokunoheroacademia/images/c/cf/Sidero_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210720212247
Lady Nagant,https://static.wikia.nocookie.net/bokunoheroacademia/images/6/6a/Kaina_Tsutsumi_Colored_Portrait.png/revision/latest/scale-to-width-down/135?cb=20211001235603
Boss,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/76/Shie_Hassaikai_Boss_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200520180301
Nomu (U.S.J.),https://static.wikia.nocookie.net/bokunoheroacademia/images/c/c5/USJ_Nomu_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200512115318
Nirengeki Shoda,https://static.wikia.nocookie.net/bokunoheroacademia/images/a/a9/Nirengeki_Shoda_Portrait.png/revision/latest/scale-to-width-down/135?cb=20181125070843
Mako,https://static.wikia.nocookie.net/bokunoheroacademia/images/3/38/Mako_%28Anime%29.png/revision/latest/scale-to-width-down/240?cb=20210911224809
Himiko Toga,https://static.wikia.nocookie.net/bokunoheroacademia/images/e/e4/Himiko_Toga_Colored_Manga_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200519230007
Moonfish,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/b8/Moonfish_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200405170010
Bee☆Pop,https://static.wikia.nocookie.net/bokunoheroacademia/images/e/ec/Bee%E2%98%86Pop_Colored_Manga_Portrait.png/revision/latest/scale-to-width-down/135?cb=20220708203736
Takeshita,https://static.wikia.nocookie.net/bokunoheroacademia/images/9/91/Takeshita_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200314143854
Swordkil,https://static.wikia.nocookie.net/bokunoheroacademia/images/8/8c/Swordkil.png/revision/latest/scale-to-width-down/135?cb=20190214014535
Hanta Sero,https://static.wikia.nocookie.net/bokunoheroacademia/images/c/ca/Hanta_Sero_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160619045536
Shin Nemoto,https://static.wikia.nocookie.net/bokunoheroacademia/images/1/16/Shin_Nemoto_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200112144701
