full_name,image
Shenlong,https://comicvine.gamespot.com/a/uploads/square_small/0/77/4314314-shenglong_by_genzoman-d3j349f.jpg
Korin,https://comicvine.gamespot.com/a/uploads/square_small/1/14431/5732631-8726078316-latest
Shisami,https://comicvine.gamespot.com/a/uploads/square_small/3/38919/4921263-shisami%20-%20v%20jump%20may%202015.jpg
Gotenks,https://comicvine.gamespot.com/a/uploads/square_small/1/14037/424137-gotenks_ssj3.jpg
Tights,https://comicvine.gamespot.com/a/uploads/square_small/3/38919/4923670-tights%20-%20dbs%20ch%206%20v%20jump%20jan%202016.jpg
Zuno,https://comicvine.gamespot.com/a/uploads/square_small/3/38919/4968555-zunou%20-%20dragon%20ball%20super%20ch%207.jpg
Super Shenron,https://comicvine.gamespot.com/a/uploads/square_small/3/38919/5278697-super%20shenron.jpg
Kefla,https://comicvine.gamespot.com/a/uploads/square_small/11133/111336082/6735001-kefla_01.jpg
Cell,https://comicvine.gamespot.com/a/uploads/square_small/0/6342/151003-163934-cell.jpg
Majin Buu,https://comicvine.gamespot.com/a/uploads/square_small/3/37889/1404911-266661_untitled___m____mnn.jpg
Arale Norimaki,https://comicvine.gamespot.com/a/uploads/square_small/6/67622/1250436-arale.jpg
Dodoria,https://comicvine.gamespot.com/a/uploads/square_small/3/38919/951106-dodoria_2.jpg
Porunga,https://comicvine.gamespot.com/a/uploads/square_small/11112/111122896/5216623-porunga_grants_a_wish_of_his_own____by_titanscorner-d6he9j9.jpg
Android 8,https://comicvine.gamespot.com/a/uploads/square_small/10/100757/2136133-763px_angryandroid8_ptp_.png
King Vegeta,https://comicvine.gamespot.com/a/uploads/square_small/11116/111160422/4734247-6699392354-15545.jpg
Oracle Fish,https://comicvine.gamespot.com/a/uploads/square_small/3/38919/4859877-oracle_fish_53895.jpg
Kami,https://comicvine.gamespot.com/a/uploads/square_small/11116/111160422/7883673-1040170750-340.png
Zarbon,https://comicvine.gamespot.com/a/uploads/square_small/0/3016/136158-18116-zarbon.jpg
Vegito,https://comicvine.gamespot.com/a/uploads/square_small/11112/111122896/5686562-vegetto_super_saiyan_blue__wallpaper__by_frost_z-dauwzn5.png
Babidi,https://comicvine.gamespot.com/a/uploads/square_small/3/39241/915029-untitled_2.png
Nail,https://comicvine.gamespot.com/a/uploads/square_small/3/39241/814357-07karendakikakuneirukansei.gif
Dabura,https://comicvine.gamespot.com/a/uploads/square_small/10/100990/2439820-daburaevilsmile.png
King Yemma,https://comicvine.gamespot.com/a/uploads/square_small/1/14431/5732892-1596510652-drago.jpg
Senbei Norimaki,https://comicvine.gamespot.com/a/uploads/square_small/6/67622/1244987-senbei.jpg
Gatchan,https://comicvine.gamespot.com/a/uploads/square_small/6/67622/1238515-gatchans.jpg
Akane Kimidori,https://comicvine.gamespot.com/a/uploads/square_small/6/67622/1238795-akane.jpg
Gala,https://comicvine.gamespot.com/a/uploads/square_small/13/136525/5538808-gala_dragonball.jpg
Pagos,https://comicvine.gamespot.com/a/uploads/square_small/13/136525/5538810-pagos.jpg
King Nikochan,https://comicvine.gamespot.com/a/uploads/square_small/6/67622/1240438-kingnikochan.jpg
King Nikochan's Assistant,https://comicvine.gamespot.com/a/uploads/square_small/6/67622/1240439-nikochan2.jpg
Turbo Norimaki,https://comicvine.gamespot.com/a/uploads/square_small/6/67622/1242158-turbonorimaki01.png
Dr. Mashirito,https://comicvine.gamespot.com/a/uploads/square_small/11129/111296641/5568796-mashirito.png
Future Gohan,https://comicvine.gamespot.com/a/uploads/square_small/11133/111336082/6312418-hr-future-gohan.jpg
Lavender,https://comicvine.gamespot.com/a/uploads/square_small/3/38919/6337919-u9%20lavender.jpg
Basil,https://comicvine.gamespot.com/a/uploads/square_small/3/38919/6337927-basil.jpg
Comfrey,https://comicvine.gamespot.com/a/uploads/square_small/3/38919/6337928-u9%20comfrey%20-%20ch%2033.jpg
Hop,https://comicvine.gamespot.com/a/uploads/square_small/3/38919/6337930-u9%20hop.jpg
Roselle,https://comicvine.gamespot.com/a/uploads/square_small/3/38919/6337934-roselle.jpg
Oregano,https://comicvine.gamespot.com/a/uploads/square_small/3/38919/6337937-oregano.jpg
Sorrel,https://comicvine.gamespot.com/a/uploads/square_small/3/38919/6337941-sorrel.jpg
Hyssop,https://comicvine.gamespot.com/a/uploads/square_small/3/38919/6337943-hyssop.jpg
Chappil,https://comicvine.gamespot.com/a/uploads/square_small/3/38919/6337945-chappil.jpg
Anilaza,https://comicvine.gamespot.com/a/uploads/square_small/11133/111336082/7646151-3rd_universe_fused_warrior.png
